num_palavras,num_frases,media_palavras_frase,diversidade_lexical_ttr,num_verbos,num_substantivos,num_adjetivos,num_adverbios,num_conjuncoes,score
204.0,10.0,20.4,0.6911764705882353,30.0,52.0,15.0,11.0,14.0,0
152.0,10.0,15.2,0.6052631578947368,25.0,29.0,13.0,14.0,25.0,0
292.0,11.0,26.545454545454547,0.5616438356164384,22.0,79.0,19.0,27.0,11.0,0
209.0,11.0,19.0,0.6124401913875598,28.0,52.0,7.0,20.0,25.0,0
216.0,7.0,30.857142857142858,0.625,24.0,56.0,21.0,15.0,23.0,0
185.0,6.0,30.833333333333332,0.6486486486486487,25.0,49.0,16.0,8.0,15.0,0
189.0,3.0,63.0,0.7142857142857143,25.0,48.0,11.0,10.0,16.0,0
226.0,12.0,18.833333333333332,0.6371681415929203,18.0,62.0,22.0,20.0,15.0,0
350.0,11.0,31.818181818181817,0.5857142857142857,47.0,96.0,34.0,9.0,27.0,0
456.0,30.0,15.2,0.5942982456140351,65.0,106.0,36.0,25.0,37.0,0
198.0,9.0,22.0,0.5606060606060606,28.0,61.0,8.0,8.0,17.0,0
191.0,9.0,21.22222222222222,0.6020942408376964,19.0,46.0,16.0,11.0,17.0,0
250.0,15.0,16.666666666666668,0.604,38.0,60.0,19.0,14.0,23.0,0
290.0,15.0,19.333333333333332,0.6068965517241379,32.0,76.0,29.0,12.0,14.0,0
199.0,7.0,28.428571428571427,0.6532663316582915,25.0,47.0,20.0,17.0,17.0,0
178.0,8.0,22.25,0.6123595505617978,18.0,46.0,13.0,15.0,16.0,0
293.0,15.0,19.533333333333335,0.6416382252559727,35.0,74.0,33.0,9.0,20.0,0
237.0,9.0,26.333333333333332,0.5907172995780591,27.0,70.0,14.0,11.0,15.0,0
203.0,13.0,15.615384615384615,0.6699507389162561,27.0,57.0,25.0,11.0,25.0,0
291.0,10.0,29.1,0.6116838487972509,29.0,67.0,33.0,33.0,18.0,0
317.0,11.0,28.818181818181817,0.6088328075709779,32.0,94.0,29.0,13.0,15.0,0
357.0,18.0,19.833333333333332,0.6554621848739496,51.0,93.0,35.0,21.0,17.0,0
109.0,7.0,15.571428571428571,0.7981651376146789,17.0,22.0,12.0,8.0,13.0,0
340.0,13.0,26.153846153846153,0.611764705882353,36.0,86.0,30.0,14.0,16.0,0
435.0,13.0,33.46153846153846,0.5724137931034483,36.0,141.0,38.0,22.0,29.0,0
194.0,10.0,19.4,0.6958762886597938,31.0,58.0,11.0,8.0,16.0,0
308.0,8.0,38.5,0.4967532467532468,46.0,55.0,26.0,27.0,36.0,0
229.0,6.0,38.166666666666664,0.5982532751091703,35.0,56.0,10.0,10.0,32.0,0
281.0,8.0,35.125,0.5658362989323843,37.0,77.0,15.0,10.0,23.0,0
276.0,6.0,46.0,0.5615942028985508,47.0,64.0,11.0,15.0,31.0,0
240.0,12.0,20.0,0.6166666666666667,22.0,63.0,30.0,11.0,15.0,0
229.0,9.0,25.444444444444443,0.6462882096069869,23.0,65.0,24.0,10.0,16.0,0
302.0,16.0,18.875,0.6225165562913907,48.0,69.0,21.0,18.0,24.0,0
250.0,9.0,27.77777777777778,0.708,40.0,65.0,20.0,5.0,24.0,0
127.0,5.0,25.4,0.6614173228346457,20.0,30.0,3.0,10.0,11.0,80
213.0,9.0,23.666666666666668,0.6291079812206573,29.0,45.0,15.0,21.0,20.0,160
132.0,7.0,18.857142857142858,0.6060606060606061,16.0,32.0,9.0,8.0,16.0,160
327.0,13.0,25.153846153846153,0.5565749235474006,41.0,84.0,27.0,16.0,23.0,200
249.0,8.0,31.125,0.6345381526104418,32.0,59.0,25.0,24.0,9.0,200
176.0,9.0,19.555555555555557,0.6761363636363636,24.0,48.0,11.0,13.0,14.0,200
185.0,13.0,14.23076923076923,0.6864864864864865,22.0,48.0,16.0,8.0,10.0,200
239.0,12.0,19.916666666666668,0.6652719665271967,33.0,60.0,34.0,15.0,12.0,200
152.0,11.0,13.818181818181818,0.6973684210526315,18.0,39.0,10.0,7.0,15.0,200
182.0,9.0,20.22222222222222,0.7197802197802198,25.0,48.0,10.0,11.0,13.0,200
207.0,9.0,23.0,0.5893719806763285,24.0,53.0,20.0,8.0,14.0,200
182.0,11.0,16.545454545454547,0.6923076923076923,32.0,39.0,13.0,11.0,11.0,200
249.0,13.0,19.153846153846153,0.5783132530120482,37.0,69.0,22.0,16.0,15.0,200
419.0,22.0,19.045454545454547,0.568019093078759,41.0,109.0,32.0,23.0,27.0,200
257.0,9.0,28.555555555555557,0.6147859922178989,37.0,77.0,18.0,3.0,24.0,240
248.0,12.0,20.666666666666668,0.5725806451612904,50.0,37.0,12.0,23.0,30.0,240
458.0,15.0,30.533333333333335,0.4847161572052402,61.0,103.0,27.0,26.0,43.0,240
404.0,10.0,40.4,0.5668316831683168,44.0,110.0,27.0,7.0,31.0,280
206.0,7.0,29.428571428571427,0.6213592233009708,36.0,58.0,11.0,9.0,8.0,280
349.0,13.0,26.846153846153847,0.5243553008595988,41.0,98.0,23.0,17.0,35.0,320
348.0,10.0,34.8,0.6063218390804598,45.0,86.0,36.0,23.0,30.0,400
335.0,12.0,27.916666666666668,0.46865671641791046,49.0,67.0,24.0,18.0,30.0,440
304.0,13.0,23.384615384615383,0.5723684210526315,36.0,73.0,41.0,17.0,22.0,520
347.0,9.0,38.55555555555556,0.5706051873198847,50.0,83.0,32.0,21.0,27.0,520
195.0,9.0,21.666666666666668,0.6256410256410256,27.0,54.0,23.0,11.0,9.0,80
165.0,8.0,20.625,0.7272727272727273,24.0,49.0,7.0,6.0,9.0,80
187.0,7.0,26.714285714285715,0.679144385026738,29.0,41.0,22.0,11.0,19.0,80
190.0,12.0,15.833333333333334,0.7,29.0,52.0,16.0,8.0,18.0,120
146.0,5.0,29.2,0.7054794520547946,31.0,37.0,11.0,6.0,15.0,120
290.0,5.0,58.0,0.593103448275862,31.0,76.0,23.0,23.0,14.0,160
193.0,11.0,17.545454545454547,0.6787564766839378,24.0,55.0,18.0,7.0,12.0,160
148.0,8.0,18.5,0.7094594594594594,20.0,45.0,9.0,5.0,10.0,160
184.0,3.0,61.333333333333336,0.6086956521739131,29.0,41.0,12.0,16.0,16.0,160
140.0,7.0,20.0,0.7,16.0,32.0,10.0,3.0,9.0,160
150.0,4.0,37.5,0.7266666666666667,13.0,42.0,19.0,9.0,9.0,160
229.0,8.0,28.625,0.6331877729257642,23.0,73.0,23.0,11.0,10.0,160
213.0,7.0,30.428571428571427,0.6338028169014085,24.0,53.0,21.0,7.0,15.0,160
194.0,9.0,21.555555555555557,0.6082474226804123,33.0,49.0,9.0,14.0,19.0,160
284.0,10.0,28.4,0.5352112676056338,36.0,69.0,24.0,19.0,22.0,160
264.0,5.0,52.8,0.571969696969697,37.0,58.0,16.0,19.0,19.0,160
159.0,5.0,31.8,0.6666666666666666,27.0,38.0,3.0,17.0,12.0,160
196.0,4.0,49.0,0.6071428571428571,25.0,59.0,5.0,8.0,23.0,200
244.0,7.0,34.857142857142854,0.6147540983606558,43.0,54.0,7.0,16.0,23.0,200
348.0,11.0,31.636363636363637,0.5660919540229885,56.0,94.0,34.0,12.0,23.0,200
128.0,7.0,18.285714285714285,0.625,11.0,35.0,10.0,6.0,15.0,200
195.0,11.0,17.727272727272727,0.7076923076923077,27.0,43.0,14.0,15.0,9.0,200
249.0,16.0,15.5625,0.6184738955823293,42.0,49.0,11.0,19.0,21.0,200
139.0,7.0,19.857142857142858,0.697841726618705,24.0,25.0,10.0,11.0,18.0,240
116.0,5.0,23.2,0.7068965517241379,21.0,31.0,5.0,6.0,7.0,240
195.0,5.0,39.0,0.5897435897435898,31.0,56.0,12.0,12.0,18.0,240
159.0,14.0,11.357142857142858,0.6226415094339622,16.0,42.0,24.0,8.0,10.0,240
297.0,16.0,18.5625,0.5892255892255892,37.0,81.0,36.0,11.0,25.0,240
94.0,4.0,23.5,0.723404255319149,17.0,26.0,9.0,3.0,8.0,240
166.0,6.0,27.666666666666668,0.6566265060240963,23.0,41.0,13.0,8.0,7.0,240
265.0,10.0,26.5,0.6226415094339622,47.0,58.0,14.0,22.0,20.0,240
203.0,9.0,22.555555555555557,0.6403940886699507,28.0,54.0,6.0,13.0,11.0,240
195.0,11.0,17.727272727272727,0.6358974358974359,24.0,48.0,18.0,10.0,29.0,240
208.0,8.0,26.0,0.5432692307692307,27.0,55.0,15.0,9.0,14.0,240
172.0,8.0,21.5,0.627906976744186,18.0,42.0,10.0,8.0,9.0,240
216.0,10.0,21.6,0.5833333333333334,25.0,57.0,17.0,9.0,16.0,240
195.0,9.0,21.666666666666668,0.6256410256410256,34.0,43.0,14.0,9.0,19.0,240
140.0,4.0,35.0,0.5928571428571429,17.0,37.0,10.0,8.0,3.0,240
158.0,6.0,26.333333333333332,0.6645569620253164,18.0,37.0,21.0,12.0,6.0,240
262.0,9.0,29.11111111111111,0.5992366412213741,36.0,59.0,18.0,21.0,28.0,240
935.0,19.0,49.21052631578947,0.4235294117647059,136.0,202.0,39.0,73.0,97.0,240
157.0,7.0,22.428571428571427,0.6560509554140127,15.0,39.0,9.0,16.0,7.0,240
179.0,12.0,14.916666666666666,0.6983240223463687,25.0,49.0,19.0,11.0,10.0,240
161.0,8.0,20.125,0.5900621118012422,23.0,47.0,13.0,7.0,12.0,240
140.0,4.0,35.0,0.6857142857142857,21.0,30.0,4.0,18.0,13.0,240
121.0,5.0,24.2,0.6942148760330579,16.0,35.0,12.0,8.0,9.0,240
313.0,9.0,34.77777777777778,0.5654952076677316,31.0,86.0,25.0,21.0,21.0,280
144.0,11.0,13.090909090909092,0.7291666666666666,26.0,37.0,6.0,8.0,12.0,280
262.0,10.0,26.2,0.5152671755725191,28.0,71.0,8.0,13.0,14.0,280
211.0,12.0,17.583333333333332,0.5355450236966824,32.0,50.0,15.0,30.0,20.0,280
436.0,45.0,9.688888888888888,0.5252293577981652,33.0,85.0,23.0,21.0,26.0,280
172.0,8.0,21.5,0.6453488372093024,26.0,50.0,13.0,6.0,9.0,280
203.0,14.0,14.5,0.6551724137931034,33.0,52.0,10.0,10.0,22.0,280
238.0,8.0,29.75,0.5840336134453782,36.0,63.0,19.0,6.0,28.0,280
114.0,4.0,28.5,0.7719298245614035,11.0,33.0,9.0,3.0,10.0,280
243.0,5.0,48.6,0.654320987654321,20.0,64.0,26.0,14.0,10.0,280
143.0,7.0,20.428571428571427,0.6853146853146853,16.0,41.0,11.0,9.0,8.0,280
248.0,9.0,27.555555555555557,0.6129032258064516,37.0,56.0,21.0,19.0,19.0,280
175.0,5.0,35.0,0.68,26.0,35.0,15.0,10.0,13.0,280
205.0,11.0,18.636363636363637,0.6097560975609756,36.0,36.0,9.0,19.0,21.0,320
361.0,15.0,24.066666666666666,0.5789473684210527,40.0,105.0,27.0,16.0,30.0,320
186.0,8.0,23.25,0.6344086021505376,23.0,41.0,14.0,15.0,23.0,320
256.0,9.0,28.444444444444443,0.46875,31.0,56.0,27.0,25.0,25.0,320
176.0,9.0,19.555555555555557,0.625,25.0,34.0,13.0,18.0,19.0,320
287.0,11.0,26.09090909090909,0.5365853658536586,33.0,74.0,17.0,21.0,19.0,320
444.0,16.0,27.75,0.5315315315315315,65.0,92.0,38.0,34.0,32.0,320
114.0,5.0,22.8,0.7192982456140351,18.0,25.0,11.0,7.0,10.0,320
421.0,20.0,21.05,0.49643705463182897,41.0,112.0,21.0,22.0,21.0,320
253.0,13.0,19.46153846153846,0.6007905138339921,33.0,62.0,18.0,10.0,17.0,320
271.0,9.0,30.11111111111111,0.5867158671586716,37.0,84.0,13.0,11.0,20.0,320
218.0,7.0,31.142857142857142,0.573394495412844,31.0,53.0,17.0,11.0,18.0,320
208.0,4.0,52.0,0.6923076923076923,22.0,42.0,11.0,13.0,14.0,320
232.0,7.0,33.142857142857146,0.5646551724137931,38.0,55.0,12.0,8.0,18.0,320
203.0,7.0,29.0,0.6748768472906403,25.0,54.0,20.0,9.0,17.0,320
192.0,10.0,19.2,0.65625,24.0,56.0,16.0,8.0,16.0,320
173.0,4.0,43.25,0.6416184971098265,21.0,42.0,13.0,6.0,14.0,320
228.0,9.0,25.333333333333332,0.6228070175438597,28.0,57.0,15.0,7.0,12.0,320
259.0,11.0,23.545454545454547,0.555984555984556,53.0,54.0,16.0,19.0,26.0,320
277.0,17.0,16.294117647058822,0.6498194945848376,40.0,76.0,26.0,13.0,21.0,320
270.0,11.0,24.545454545454547,0.562962962962963,27.0,61.0,35.0,11.0,11.0,320
272.0,8.0,34.0,0.6580882352941176,27.0,71.0,36.0,11.0,16.0,320
254.0,13.0,19.53846153846154,0.49606299212598426,42.0,55.0,13.0,13.0,22.0,320
158.0,8.0,19.75,0.6645569620253164,30.0,39.0,7.0,14.0,11.0,320
115.0,6.0,19.166666666666668,0.7304347826086957,15.0,29.0,11.0,7.0,11.0,320
195.0,11.0,17.727272727272727,0.6256410256410256,22.0,48.0,16.0,7.0,12.0,320
274.0,11.0,24.90909090909091,0.5985401459854015,38.0,69.0,19.0,21.0,18.0,320
217.0,11.0,19.727272727272727,0.6912442396313364,18.0,62.0,12.0,10.0,13.0,320
424.0,8.0,53.0,0.6344339622641509,47.0,121.0,31.0,14.0,26.0,320
149.0,5.0,29.8,0.6577181208053692,23.0,29.0,7.0,14.0,13.0,320
114.0,5.0,22.8,0.7192982456140351,17.0,30.0,6.0,2.0,10.0,360
248.0,12.0,20.666666666666668,0.5524193548387096,29.0,61.0,23.0,13.0,10.0,360
206.0,10.0,20.6,0.6213592233009708,18.0,63.0,15.0,12.0,23.0,360
400.0,14.0,28.571428571428573,0.525,57.0,84.0,37.0,25.0,42.0,360
174.0,6.0,29.0,0.5057471264367817,34.0,38.0,5.0,14.0,21.0,360
227.0,11.0,20.636363636363637,0.47577092511013214,28.0,47.0,17.0,10.0,26.0,360
183.0,12.0,15.25,0.7049180327868853,23.0,43.0,18.0,8.0,11.0,360
179.0,7.0,25.571428571428573,0.6480446927374302,21.0,51.0,14.0,4.0,18.0,360
171.0,8.0,21.375,0.7076023391812866,20.0,50.0,16.0,9.0,11.0,360
234.0,6.0,39.0,0.6239316239316239,25.0,73.0,11.0,13.0,16.0,360
289.0,6.0,48.166666666666664,0.5709342560553633,52.0,70.0,15.0,15.0,31.0,360
301.0,7.0,43.0,0.5980066445182725,46.0,81.0,21.0,17.0,24.0,360
161.0,11.0,14.636363636363637,0.6956521739130435,19.0,47.0,10.0,5.0,7.0,360
217.0,11.0,19.727272727272727,0.695852534562212,39.0,47.0,25.0,13.0,24.0,400
249.0,16.0,15.5625,0.5742971887550201,42.0,55.0,14.0,11.0,25.0,400
386.0,15.0,25.733333333333334,0.572538860103627,56.0,84.0,23.0,27.0,33.0,400
436.0,18.0,24.22222222222222,0.5573394495412844,60.0,102.0,46.0,25.0,46.0,400
186.0,6.0,31.0,0.6075268817204301,25.0,52.0,11.0,8.0,11.0,400
307.0,10.0,30.7,0.5798045602605864,41.0,74.0,27.0,18.0,31.0,400
199.0,7.0,28.428571428571427,0.5728643216080402,30.0,42.0,15.0,16.0,20.0,400
258.0,12.0,21.5,0.5968992248062015,33.0,73.0,18.0,11.0,11.0,400
283.0,10.0,28.3,0.5724381625441696,39.0,81.0,20.0,7.0,14.0,400
186.0,8.0,23.25,0.6451612903225806,21.0,49.0,13.0,10.0,13.0,400
263.0,11.0,23.90909090909091,0.6083650190114068,39.0,44.0,15.0,19.0,25.0,400
189.0,8.0,23.625,0.7513227513227513,23.0,50.0,24.0,7.0,13.0,400
161.0,7.0,23.0,0.6211180124223602,26.0,33.0,12.0,8.0,14.0,400
375.0,15.0,25.0,0.45866666666666667,40.0,83.0,19.0,22.0,21.0,400
235.0,10.0,23.5,0.6680851063829787,37.0,58.0,21.0,9.0,20.0,400
209.0,7.0,29.857142857142858,0.6602870813397129,38.0,44.0,15.0,12.0,21.0,400
232.0,12.0,19.333333333333332,0.5775862068965517,24.0,60.0,23.0,6.0,22.0,400
330.0,11.0,30.0,0.5333333333333333,41.0,84.0,21.0,14.0,34.0,400
247.0,11.0,22.454545454545453,0.6518218623481782,30.0,66.0,25.0,9.0,12.0,400
397.0,13.0,30.53846153846154,0.5642317380352645,41.0,98.0,34.0,28.0,19.0,400
143.0,5.0,28.6,0.6783216783216783,14.0,42.0,9.0,7.0,7.0,400
236.0,8.0,29.5,0.6059322033898306,27.0,60.0,17.0,18.0,14.0,400
142.0,7.0,20.285714285714285,0.6126760563380281,14.0,31.0,14.0,8.0,15.0,400
284.0,10.0,28.4,0.6056338028169014,32.0,89.0,28.0,10.0,16.0,400
325.0,16.0,20.3125,0.6492307692307693,46.0,75.0,35.0,23.0,23.0,400
179.0,9.0,19.88888888888889,0.5642458100558659,24.0,42.0,13.0,18.0,24.0,400
169.0,11.0,15.363636363636363,0.6923076923076923,21.0,45.0,13.0,8.0,8.0,400
207.0,12.0,17.25,0.5555555555555556,28.0,51.0,13.0,10.0,22.0,400
142.0,7.0,20.285714285714285,0.7323943661971831,18.0,37.0,9.0,11.0,10.0,400
222.0,8.0,27.75,0.5990990990990991,19.0,59.0,15.0,18.0,19.0,400
251.0,12.0,20.916666666666668,0.6055776892430279,28.0,70.0,17.0,19.0,15.0,400
252.0,15.0,16.8,0.6428571428571429,38.0,65.0,17.0,21.0,20.0,400
267.0,10.0,26.7,0.5692883895131086,39.0,83.0,19.0,11.0,13.0,400
197.0,11.0,17.90909090909091,0.6548223350253807,27.0,39.0,11.0,12.0,13.0,400
217.0,6.0,36.166666666666664,0.6221198156682027,25.0,59.0,11.0,14.0,25.0,400
281.0,9.0,31.22222222222222,0.5587188612099644,35.0,63.0,25.0,19.0,24.0,400
212.0,9.0,23.555555555555557,0.5330188679245284,38.0,52.0,10.0,13.0,26.0,400
387.0,17.0,22.764705882352942,0.5219638242894057,48.0,102.0,33.0,18.0,34.0,400
156.0,7.0,22.285714285714285,0.6666666666666666,34.0,40.0,5.0,10.0,16.0,400
413.0,16.0,25.8125,0.5254237288135594,57.0,99.0,45.0,25.0,34.0,400
229.0,15.0,15.266666666666667,0.5938864628820961,44.0,46.0,10.0,15.0,27.0,400
335.0,13.0,25.76923076923077,0.6716417910447762,36.0,88.0,34.0,15.0,14.0,400
180.0,7.0,25.714285714285715,0.6277777777777778,16.0,56.0,23.0,4.0,13.0,400
245.0,6.0,40.833333333333336,0.5061224489795918,31.0,72.0,19.0,9.0,28.0,400
179.0,9.0,19.88888888888889,0.664804469273743,25.0,53.0,15.0,8.0,14.0,400
193.0,11.0,17.545454545454547,0.6217616580310881,39.0,43.0,10.0,19.0,20.0,400
298.0,9.0,33.111111111111114,0.6174496644295302,56.0,78.0,28.0,13.0,25.0,400
268.0,7.0,38.285714285714285,0.5559701492537313,35.0,63.0,18.0,7.0,19.0,400
258.0,8.0,32.25,0.6124031007751938,28.0,69.0,19.0,16.0,19.0,400
151.0,11.0,13.727272727272727,0.6821192052980133,21.0,40.0,13.0,8.0,11.0,400
225.0,6.0,37.5,0.49333333333333335,32.0,68.0,8.0,6.0,20.0,400
250.0,11.0,22.727272727272727,0.6,27.0,73.0,24.0,6.0,20.0,400
186.0,9.0,20.666666666666668,0.5376344086021505,31.0,31.0,16.0,7.0,20.0,400
232.0,12.0,19.333333333333332,0.5775862068965517,43.0,61.0,9.0,17.0,18.0,400
191.0,8.0,23.875,0.5968586387434555,27.0,44.0,16.0,12.0,14.0,400
266.0,9.0,29.555555555555557,0.5375939849624061,35.0,62.0,17.0,13.0,25.0,400
161.0,9.0,17.88888888888889,0.6149068322981367,25.0,34.0,18.0,6.0,14.0,400
232.0,8.0,29.0,0.6336206896551724,30.0,45.0,20.0,20.0,20.0,400
216.0,7.0,30.857142857142858,0.6111111111111112,31.0,46.0,15.0,14.0,18.0,400
155.0,7.0,22.142857142857142,0.632258064516129,19.0,37.0,15.0,9.0,12.0,400
325.0,7.0,46.42857142857143,0.5784615384615385,44.0,79.0,28.0,32.0,16.0,400
301.0,12.0,25.083333333333332,0.521594684385382,41.0,79.0,25.0,13.0,24.0,400
228.0,11.0,20.727272727272727,0.6052631578947368,33.0,59.0,14.0,6.0,15.0,400
383.0,7.0,54.714285714285715,0.5091383812010444,50.0,97.0,17.0,20.0,27.0,400
409.0,19.0,21.526315789473685,0.4767726161369193,47.0,117.0,24.0,19.0,42.0,400
173.0,5.0,34.6,0.6878612716763006,18.0,47.0,16.0,6.0,17.0,400
322.0,19.0,16.94736842105263,0.6335403726708074,44.0,81.0,18.0,16.0,25.0,400
477.0,17.0,28.058823529411764,0.5052410901467506,69.0,98.0,35.0,30.0,37.0,400
279.0,14.0,19.928571428571427,0.5770609318996416,36.0,65.0,19.0,25.0,18.0,400
193.0,12.0,16.083333333333332,0.6528497409326425,22.0,50.0,16.0,9.0,14.0,400
279.0,9.0,31.0,0.6308243727598566,41.0,51.0,25.0,22.0,27.0,400
212.0,12.0,17.666666666666668,0.6037735849056604,32.0,59.0,17.0,6.0,17.0,400
402.0,8.0,50.25,0.5771144278606966,49.0,91.0,26.0,18.0,37.0,400
294.0,9.0,32.666666666666664,0.564625850340136,42.0,67.0,23.0,14.0,21.0,400
193.0,6.0,32.166666666666664,0.5492227979274611,17.0,61.0,10.0,9.0,10.0,400
260.0,12.0,21.666666666666668,0.5923076923076923,25.0,64.0,16.0,15.0,21.0,400
306.0,11.0,27.818181818181817,0.5098039215686274,56.0,59.0,14.0,28.0,22.0,400
277.0,12.0,23.083333333333332,0.6028880866425993,52.0,59.0,19.0,19.0,19.0,400
269.0,13.0,20.692307692307693,0.5910780669144982,36.0,70.0,22.0,12.0,14.0,400
193.0,9.0,21.444444444444443,0.5492227979274611,32.0,46.0,10.0,14.0,21.0,400
267.0,13.0,20.53846153846154,0.5093632958801498,25.0,68.0,31.0,13.0,20.0,400
163.0,6.0,27.166666666666668,0.6196319018404908,20.0,37.0,8.0,13.0,17.0,400
198.0,11.0,18.0,0.6666666666666666,30.0,44.0,12.0,11.0,14.0,400
195.0,14.0,13.928571428571429,0.6410256410256411,20.0,59.0,17.0,7.0,4.0,400
225.0,14.0,16.071428571428573,0.6311111111111111,24.0,64.0,13.0,15.0,9.0,400
270.0,9.0,30.0,0.6259259259259259,32.0,71.0,28.0,19.0,20.0,400
126.0,6.0,21.0,0.6111111111111112,17.0,31.0,5.0,5.0,9.0,400
269.0,11.0,24.454545454545453,0.5687732342007435,43.0,55.0,16.0,28.0,24.0,400
241.0,8.0,30.125,0.5809128630705395,30.0,60.0,17.0,14.0,13.0,400
324.0,15.0,21.6,0.5833333333333334,31.0,82.0,38.0,20.0,16.0,400
310.0,7.0,44.285714285714285,0.5419354838709678,57.0,76.0,10.0,15.0,38.0,400
209.0,7.0,29.857142857142858,0.5645933014354066,35.0,47.0,9.0,10.0,19.0,400
196.0,12.0,16.333333333333332,0.6887755102040817,29.0,53.0,15.0,8.0,15.0,400
246.0,10.0,24.6,0.5772357723577236,23.0,59.0,22.0,4.0,18.0,400
126.0,7.0,18.0,0.7301587301587301,13.0,36.0,7.0,7.0,5.0,400
218.0,11.0,19.818181818181817,0.6055045871559633,23.0,50.0,17.0,22.0,15.0,400
281.0,14.0,20.071428571428573,0.6263345195729537,42.0,69.0,20.0,20.0,24.0,400
223.0,9.0,24.77777777777778,0.6143497757847534,23.0,63.0,20.0,8.0,14.0,400
243.0,11.0,22.09090909090909,0.6131687242798354,29.0,69.0,21.0,12.0,9.0,400
